dt;AverageTemperature;AverageTemperatureUncertainty;Country
07/1806;0.022209;2.005;Albania
08/1806;0.021378;2.266;Albania
09/1806;0.018535;2.11;Albania
10/1806;0.012697;1.504;Albania
11/1806;9.056;2.154;Albania
12/1806;6.402;2.642;Albania
01/1807;2.355;2.963;Albania
02/1807;4.519;4.508;Albania
03/1807;6.247999999999999;3.492;Albania
04/1807;9.581;2.498;Albania
05/1807;0.016347999999999998;2.0980000000000003;Albania
06/1807;0.020021;1.607;Albania
07/1807;0.023419;3.232;Albania
08/1807;0.024163;1.952;Albania
09/1807;0.019873000000000002;1.423;Albania
10/1807;0.014763000000000002;1.859;Albania
11/1807;0.011022;2.415;Albania
12/1807;5.04;1.897;Albania
01/1808;3.302;2.915;Albania
02/1808;2.247;2.215;Albania
03/1808;2.9130000000000003;3.814;Albania
04/1808;9.602;1.958;Albania
05/1808;0.015875999999999998;3.609;Albania
06/1808;0.019543000000000005;1.706;Albania
07/1808;0.023008000000000004;2.084;Albania
08/1808;0.022445;2.274;Albania
09/1808;0.020300000000000002;3.08;Albania
10/1808;0.011760000000000001;1.928;Albania
11/1808;7.798999999999999;2.441;Albania
12/1808;0.6430000000000007;1.7919999999999998;Albania
01/1809;2.335;4.0360000000000005;Albania
02/1809;4.585;3.838;Albania
03/1809;5.698;2.5610000000000004;Albania
04/1809;9.674;3.25;Albania
05/1809;0.015465000000000001;3.281;Albania
06/1809;0.020509;1.79;Albania
07/1809;0.022154;1.467;Albania
08/1809;0.022054999999999998;1.595;Albania
09/1809;0.017612000000000003;2.393;Albania
10/1809;0.011933;4.597;Albania
11/1809;6.682;3.825;Albania
12/1809;4.687;2.92;Albania
01/1810;2.82;5.431;Albania
02/1810;4.156000000000001;4.834;Albania
03/1810;8.943;3.114;Albania
04/1810;0.01076;3.675;Albania
05/1810;0.016286;3.053;Albania
06/1810;0.018047;3.221;Albania
07/1810;0.02165;3.3110000000000004;Albania
08/1810;0.021562;2.387;Albania
09/1810;0.018362;2.373;Albania
10/1810;0.012202999999999999;3.985;Albania
11/1810;8.132;3.314;Albania
12/1810;5.147;2.548;Albania
01/1811;1.3649999999999998;2.705;Albania
02/1811;3.522;4.945;Albania
03/1811;7.1770000000000005;2.059;Albania
04/1811;0.010841;1.52;Albania
05/1811;0.017162;3.407;Albania
06/1811;0.021684000000000002;3.105;Albania
07/1811;0.023297000000000002;3.337;Albania
08/1811;0.022598000000000004;4.164;Albania
09/1811;0.018161999999999998;3.1860000000000004;Albania
10/1811;0.015035;5.292000000000002;Albania
11/1811;8.177999999999999;5.181;Albania
12/1811;4.322;2.937;Albania
01/1812;0.4119999999999999;2.518;Albania
02/1812;3.792;1.344;Albania
03/1812;6.852;3.806;Albania
04/1812;9.052;3.778;Albania
05/1812;0.015486000000000002;3.395;Albania
06/1812;0.019852;1.989;Albania
07/1812;0.021573000000000002;2.535;Albania
08/1812;0.021931000000000003;5.017;Albania
09/1812;0.016613;1.595;Albania
10/1812;0.013706;3.275;Albania
11/1812;8.100999999999999;3.841;Albania
12/1812;1.7260000000000004;4.013999999999999;Albania
01/1813;-0.3010000000000001;4.541;Albania
02/1813;3.28;1.628;Albania
03/1813;5.307;7.544;Albania
04/1813;0.011593;2.269;Albania
05/1813;0.017417000000000002;6.292000000000002;Albania
06/1813;0.018855;2.817;Albania
07/1813;0.020676;2.541;Albania
08/1813;0.020257;1.643;Albania
09/1813;0.017063;2.594;Albania
10/1813;0.014005999999999998;1.793;Albania
11/1813;8.972000000000001;2.383;Albania
12/1813;4.917;2.9560000000000004;Albania
01/1814;4.1370000000000005;3.613;Albania
02/1814;0.2709999999999999;2.129;Albania
03/1814;6.712000000000001;2.353;Albania
04/1814;0.011893;1.712;Albania
05/1814;0.013385999999999999;2.057;Albania
06/1814;0.018666000000000002;1.68;Albania
07/1814;0.021326;3.499;Albania
08/1814;0.021003;1.871;Albania
09/1814;0.015435;2.22;Albania
10/1814;0.012292;4.772;Albania
11/1814;8.190999999999999;7.315;Albania
12/1814;5.996;8.107999999999999;Albania
01/1815;1.863;1.966;Albania
02/1815;4.643;6.287999999999999;Albania
03/1815;7.167000000000001;4.82;Albania
04/1815;0.011561;2.301;Albania
05/1815;0.016423;3.143;Albania
06/1815;0.019086;2.727;Albania
07/1815;0.020598;3.092;Albania
08/1815;0.02004;2.219;Albania
09/1815;0.017234;1.3630000000000002;Albania
10/1815;0.013289;3.666;Albania
11/1815;7.888;2.516;Albania
12/1815;2.1590000000000003;2.827;Albania
01/1816;3.262;4.295;Albania
02/1816;2.636;2.982;Albania
03/1816;6.5440000000000005;2.695;Albania
04/1816;0.010551999999999999;4.588;Albania
05/1816;0.015342;2.45;Albania
06/1816;0.018651;1.569;Albania
07/1816;0.02053;1.774;Albania
08/1816;0.020361;1.3159999999999998;Albania
09/1816;0.016977999999999997;1.379;Albania
10/1816;0.011696000000000002;6.754;Albania
11/1816;8.484;7.347;Albania
12/1816;1.9000000000000004;2.834;Albania
01/1817;3.257;5.2360000000000015;Albania
02/1817;5.3020000000000005;2.627;Albania
03/1817;7.247999999999999;2.982;Albania
04/1817;7.935;2.51;Albania
05/1817;0.015085000000000001;2.83;Albania
06/1817;0.019893;2.3080000000000003;Albania
07/1817;0.021686;1.836;Albania
08/1817;0.022536;2.346;Albania
09/1817;0.017512999999999997;2.507;Albania
10/1817;0.011713;3.326;Albania
11/1817;8.198;2.7030000000000003;Albania
12/1817;4.529;3.305;Albania
01/1818;2.3040000000000003;3.3960000000000004;Albania
02/1818;4.474;2.105;Albania
03/1818;8.737;2.674;Albania
04/1818;0.012878;6.334;Albania
05/1818;0.016345000000000002;3.831;Albania
06/1818;0.019200000000000005;4.975;Albania
07/1818;0.021713999999999997;3.746;Albania
08/1818;0.021168000000000003;1.884;Albania
09/1818;0.01805;3.022;Albania
10/1818;0.01242;2.886;Albania
11/1818;8.536999999999999;5.613;Albania
12/1818;3.88;2.244;Albania
01/1819;1.086;4.101;Albania
02/1819;4.467;3.484;Albania
03/1819;7.949;6.852;Albania
04/1819;0.011923;1.758;Albania
05/1819;0.014851000000000001;1.719;Albania
06/1819;0.019105;1.672;Albania
07/1819;0.021335999999999997;1.04;Albania
08/1819;0.021099;2.011;Albania
09/1819;0.017872999999999993;1.365;Albania
10/1819;0.014218;1.814;Albania
11/1819;0.010342;2.387;Albania
12/1819;4.333;2.249;Albania
01/1820;2.4290000000000003;7.477;Albania
02/1820;4.2330000000000005;2.639;Albania
03/1820;6.042999999999999;3.087;Albania
04/1820;0.012144;1.18;Albania
05/1820;0.017852999999999997;2.126;Albania
06/1820;0.019427000000000003;1.4380000000000002;Albania
07/1820;0.021800999999999997;3.685;Albania
08/1820;0.02352;2.665;Albania
09/1820;0.017689;2.158;Albania
10/1820;0.012692;1.09;Albania
11/1820;7.723;1.61;Albania
12/1820;3.685;2.301;Albania
01/1821;4.486000000000001;3.622;Albania
02/1821;2.539;4.913;Albania
03/1821;6.962000000000001;2.135;Albania
04/1821;0.012308999999999999;2.232;Albania
05/1821;0.017405;2.089;Albania
06/1821;0.017657;3.175;Albania
07/1821;0.020484000000000002;1.909;Albania
08/1821;0.020861;1.503;Albania
09/1821;0.018050999999999998;1.6;Albania
10/1821;0.012279000000000002;1.083;Albania
11/1821;8.06;2.1630000000000003;Albania
12/1821;5.752999999999999;2.315;Albania
01/1822;3.165;4.105;Albania
02/1822;3.5810000000000004;2.294;Albania
03/1822;8.294;1.467;Albania
04/1822;0.011607;1.6369999999999998;Albania
05/1822;0.016430999999999998;2.084;Albania
06/1822;0.022128000000000002;1.839;Albania
07/1822;0.023516;1.3230000000000002;Albania
08/1822;0.022376999999999998;2.603;Albania
09/1822;0.018938;2.135;Albania
10/1822;0.014362999999999999;1.693;Albania
11/1822;8.668;1.589;Albania
12/1822;3.262;3.434;Albania
01/1823;1.2519999999999998;1.967;Albania
02/1823;5.761;2.589;Albania
03/1823;7.129;2.43;Albania
04/1823;0.010964;3.245;Albania
05/1823;0.016675000000000002;2.2030000000000003;Albania
06/1823;0.020152999999999997;2.935;Albania
07/1823;0.021862;1.494;Albania
08/1823;0.022341999999999997;1.809;Albania
09/1823;0.017766999999999998;1.743;Albania
10/1823;0.013285;2.194;Albania
11/1823;6.727;4.2860000000000005;Albania
12/1823;4.396;2.044;Albania
01/1824;3.342;1.372;Albania
02/1824;5.502999999999999;3.069;Albania
03/1824;7.242000000000001;1.891;Albania
04/1824;0.010435;2.624;Albania
05/1824;0.016342000000000002;1.561;Albania
06/1824;0.019326;2.759;Albania
07/1824;0.022081;3.841;Albania
08/1824;0.023006;2.403;Albania
09/1824;0.01893;2.397;Albania
10/1824;0.014138999999999999;1.536;Albania
11/1824;9.08;1.841;Albania
12/1824;6.331;3.337;Albania
01/1825;3.179;2.756;Albania
02/1825;2.982;2.347;Albania
03/1825;5.505;2.236;Albania
04/1825;0.010889;2.051;Albania
05/1825;0.016065000000000003;1.722;Albania
06/1825;0.019168000000000008;1.356;Albania
07/1825;0.021658999999999998;3.042;Albania
08/1825;0.021405999999999998;3.282;Albania
09/1825;0.017837999999999993;2.445;Albania
10/1825;0.012017;2.4130000000000003;Albania
11/1825;0.010375;1.856;Albania
12/1825;7.500999999999999;2.136;Albania
01/1826;1.533;1.928;Albania
02/1826;3.24;2.298;Albania
03/1826;6.818;2.043;Albania
04/1826;0.010313000000000001;3.233;Albania
05/1826;0.014005;1.923;Albania
06/1826;0.018593;2.897;Albania
07/1826;0.022709;1.585;Albania
08/1826;0.022449;2.274;Albania
09/1826;0.018955;3.0660000000000003;Albania
10/1826;0.013882;3.095;Albania
11/1826;8.435;1.178;Albania
12/1826;5.678999999999999;3.4130000000000003;Albania
01/1827;4.357;3.5010000000000003;Albania
02/1827;3.63;1.528;Albania
03/1827;8.523;1.827;Albania
04/1827;0.011505000000000001;3.4;Albania
05/1827;0.016566000000000004;1.95;Albania
06/1827;0.020020000000000003;2.627;Albania
07/1827;0.023571;1.477;Albania
08/1827;0.022285;1.636;Albania
09/1827;0.016898999999999994;2.004;Albania
10/1827;0.014548;1.378;Albania
11/1827;6.892;1.024;Albania
12/1827;4.303999999999999;4.64;Albania
01/1828;1.398;3.582;Albania
02/1828;2.859;1.85;Albania
03/1828;8.277999999999999;2.208;Albania
04/1828;0.01213;2.442;Albania
05/1828;0.016892;3.244;Albania
06/1828;0.021034;3.03;Albania
07/1828;0.024239999999999998;2.1630000000000003;Albania
08/1828;0.021976;2.928;Albania
09/1828;0.01739;1.224;Albania
10/1828;0.012251;1.696;Albania
11/1828;8.202;1.953;Albania
12/1828;3.625;3.084;Albania
01/1829;2.339;1.89;Albania
02/1829;1.4219999999999997;3.213;Albania
03/1829;7.319;1.865;Albania
04/1829;0.013394999999999999;1.875;Albania
05/1829;0.015160999999999999;4.146;Albania
06/1829;0.018085999999999998;2.734;Albania
07/1829;0.022173;1.49;Albania
08/1829;0.020912;2.255;Albania
09/1829;0.018402;2.521;Albania
10/1829;0.012272;2.199;Albania
11/1829;5.996;3.547;Albania
12/1829;1.71;5.443;Albania
01/1830;-0.0139999999999997;2.954;Albania
02/1830;2.6180000000000003;1.351;Albania
03/1830;5.853;1.517;Albania
04/1830;0.012775;1.3230000000000002;Albania
05/1830;0.017044;1.546;Albania
06/1830;0.020754;3.449;Albania
07/1830;0.023126999999999998;2.196;Albania
08/1830;0.022853000000000002;2.917;Albania
09/1830;0.017279;2.989;Albania
10/1830;0.011014;3.774;Albania
11/1830;8.828;1.924;Albania
12/1830;6.192;3.037;Albania
01/1831;2.181;3.151;Albania
02/1831;3.713;5.67;Albania
03/1831;7.463999999999999;4.165;Albania
04/1831;0.012019;1.482;Albania
05/1831;0.016682000000000002;3.43;Albania
06/1831;0.019815000000000003;2.76;Albania
07/1831;0.022265999999999998;1.886;Albania
08/1831;0.021036000000000003;2.263;Albania
09/1831;0.016863;1.7480000000000002;Albania
10/1831;0.013736;2.042;Albania
11/1831;8.058;5.574;Albania
12/1831;4.0470000000000015;4.4830000000000005;Albania
01/1832;2.909;2.131;Albania
02/1832;3.872;2.643;Albania
03/1832;6.479;2.339;Albania
04/1832;0.010319;3.792;Albania
05/1832;0.015118;1.73;Albania
06/1832;0.019021999999999997;1.825;Albania
07/1832;0.021289000000000002;3.05;Albania
08/1832;0.021605;2.194;Albania
09/1832;0.016773;2.9360000000000004;Albania
10/1832;0.012446000000000002;2.188;Albania
11/1832;7.132999999999999;1.379;Albania
12/1832;2.237;4.756;Albania
01/1833;0.5129999999999999;4.115;Albania
02/1833;5.381;2.02;Albania
03/1833;7.29;2.6910000000000003;Albania
04/1833;0.010515999999999998;2.07;Albania
05/1833;0.017527;1.921;Albania
06/1833;0.021353;1.89;Albania
07/1833;0.021165;1.754;Albania
08/1833;0.020627;1.945;Albania
09/1833;0.016952;1.272;Albania
10/1833;0.012345;1.891;Albania
11/1833;7.882000000000001;1.714;Albania
12/1833;5.452999999999999;3.123;Albania
01/1834;4.574;2.081;Albania
02/1834;3.131;2.5610000000000004;Albania
03/1834;5.8870000000000005;2.178;Albania
04/1834;9.628;2.533;Albania
05/1834;0.018563;1.801;Albania
06/1834;0.020788;3.077;Albania
07/1834;0.023819000000000003;2.023;Albania
08/1834;0.022751;1.471;Albania
09/1834;0.019850000000000003;3.0010000000000003;Albania
10/1834;0.012545;1.368;Albania
11/1834;8.525;2.521;Albania
12/1834;3.393;1.6980000000000002;Albania
01/1835;3.714;2.213;Albania
02/1835;5.004;2.184;Albania
03/1835;6.942;2.049;Albania
04/1835;9.538;2.445;Albania
05/1835;0.015915;1.6840000000000002;Albania
06/1835;0.020048;1.611;Albania
07/1835;0.021709;2.395;Albania
08/1835;0.021277;1.5830000000000002;Albania
09/1835;0.016605;1.6369999999999998;Albania
10/1835;0.012742000000000002;1.5519999999999998;Albania
11/1835;5.129;1.243;Albania
12/1835;1.832;1.672;Albania
01/1836;0.6660000000000004;1.419;Albania
02/1836;4.646;1.689;Albania
03/1836;9.748;1.517;Albania
04/1836;0.010711;1.361;Albania
05/1836;0.013784000000000001;1.888;Albania
06/1836;0.019852;1.789;Albania
07/1836;0.021704;2.088;Albania
08/1836;0.021044;1.948;Albania
09/1836;0.018112;2.492;Albania
10/1836;0.01428;4.952;Albania
11/1836;7.116999999999999;2.258;Albania
12/1836;6.066;2.06;Albania
01/1837;2.911;2.857;Albania
02/1837;2.436;1.961;Albania
03/1837;5.475;2.031;Albania
04/1837;0.010376;1.739;Albania
05/1837;0.013944000000000002;1.826;Albania
06/1837;0.019274;2.089;Albania
07/1837;0.021189;1.64;Albania
08/1837;0.022326000000000002;1.807;Albania
09/1837;0.017394000000000003;1.403;Albania
10/1837;0.011394999999999999;2.815;Albania
11/1837;7.22;2.7430000000000003;Albania
12/1837;2.975;4.159;Albania
01/1838;0.4580000000000002;2.188;Albania
02/1838;3.6;1.42;Albania
03/1838;6.867999999999999;1.812;Albania
04/1838;9.619;1.529;Albania
05/1838;0.015515000000000001;1.306;Albania
06/1838;0.019489;1.5119999999999998;Albania
07/1838;0.021204999999999998;3.763;Albania
08/1838;0.020254;3.384;Albania
09/1838;0.018431999999999997;1.6869999999999998;Albania
10/1838;0.01141;3.787;Albania
11/1838;9.049;2.431;Albania
12/1838;3.281;2.744;Albania
01/1839;1.545;1.947;Albania
02/1839;3.285;2.105;Albania
03/1839;4.158;1.4369999999999998;Albania
04/1839;8.677999999999999;1.867;Albania
05/1839;0.014757;1.194;Albania
06/1839;0.021227;1.617;Albania
07/1839;0.022831;2.6860000000000004;Albania
08/1839;0.021966;2.454;Albania
09/1839;0.018884;1.894;Albania
10/1839;0.014305;1.756;Albania
11/1839;9.87;1.944;Albania
12/1839;4.922;1.927;Albania
01/1840;2.403;2.211;Albania
02/1840;3.3710000000000004;2.276;Albania
03/1840;3.518;0.97;Albania
04/1840;9.854;2.81;Albania
05/1840;0.015449999999999998;1.495;Albania
06/1840;0.019654;1.632;Albania
07/1840;0.022438;1.202;Albania
08/1840;0.021797;1.151;Albania
09/1840;0.019037;1.2819999999999998;Albania
10/1840;0.012185;2.295;Albania
11/1840;0.010091;3.242;Albania
12/1840;1.138;2.136;Albania
01/1841;2.849;2.498;Albania
02/1841;2.975;2.02;Albania
03/1841;6.301;3.63;Albania
04/1841;0.011675000000000001;1.744;Albania
05/1841;0.017702000000000002;1.156;Albania
06/1841;0.02035;1.2819999999999998;Albania
07/1841;0.023823;1.558;Albania
08/1841;0.022093000000000005;1.702;Albania
09/1841;0.019186;1.122;Albania
10/1841;0.015437;1.602;Albania
11/1841;8.381;0.984;Albania
12/1841;6.11;2.088;Albania
01/1842;1.202;2.207;Albania
02/1842;1.56;1.692;Albania
03/1842;7.024;2.283;Albania
04/1842;0.010183999999999999;2.192;Albania
05/1842;0.015558000000000002;1.614;Albania
06/1842;0.020126;1.239;Albania
07/1842;0.022609999999999998;1.571;Albania
08/1842;0.022194000000000002;1.745;Albania
09/1842;0.018109;1.529;Albania
10/1842;0.012294000000000001;1.444;Albania
11/1842;8.182;1.916;Albania
12/1842;5.4060000000000015;1.942;Albania
01/1843;3.554;1.871;Albania
02/1843;7.564;1.484;Albania
03/1843;6.562;1.383;Albania
04/1843;0.011267;1.768;Albania
05/1843;0.014712999999999999;1.176;Albania
06/1843;0.018998;1.484;Albania
07/1843;0.021202000000000002;1.7;Albania
08/1843;0.021443;1.963;Albania
09/1843;0.017476;1.159;Albania
10/1843;0.013652;1.787;Albania
11/1843;8.263;1.167;Albania
12/1843;5.229;2.693;Albania
01/1844;1.3090000000000002;1.14;Albania
02/1844;4.062;1.571;Albania
03/1844;6.162999999999999;2.3;Albania
04/1844;0.010188000000000001;0.997;Albania
05/1844;0.015259;1.083;Albania
06/1844;0.020040000000000006;1.103;Albania
07/1844;0.021691;1.134;Albania
08/1844;0.020936;2.719;Albania
09/1844;0.018668;1.131;Albania
10/1844;0.014643000000000002;1.536;Albania
11/1844;9.455;1.189;Albania
12/1844;2.664;1.479;Albania
01/1845;4.508;1.987;Albania
02/1845;1.431;3.775;Albania
03/1845;6.297999999999999;2.478;Albania
04/1845;0.011243;1.262;Albania
05/1845;0.015;1.656;Albania
06/1845;0.020243999999999998;1.288;Albania
07/1845;0.023252;1.36;Albania
08/1845;0.021097;1.413;Albania
09/1845;0.017657999999999993;1.18;Albania
10/1845;0.013645;1.164;Albania
11/1845;9.229;1.164;Albania
12/1845;5.315;2.639;Albania
01/1846;4.251;1.882;Albania
02/1846;5.188;1.612;Albania
03/1846;9.599;1.656;Albania
04/1846;0.01251;1.699;Albania
05/1846;0.016631;2.032;Albania
06/1846;0.020551;1.798;Albania
07/1846;0.023742;1.987;Albania
08/1846;0.023232;1.548;Albania
09/1846;0.018299;1.844;Albania
10/1846;0.014835000000000001;1.121;Albania
11/1846;7.321999999999999;1.71;Albania
12/1846;4.744;1.4880000000000002;Albania
01/1847;1.885;5.815;Albania
02/1847;3.71;1.258;Albania
03/1847;5.823;2.761;Albania
04/1847;0.011417;1.425;Albania
05/1847;0.018144999999999998;1.394;Albania
06/1847;0.018468;1.778;Albania
07/1847;0.022372;1.595;Albania
08/1847;0.022472000000000002;1.595;Albania
09/1847;0.016909000000000004;1.047;Albania
10/1847;0.012706;1.03;Albania
11/1847;7.031000000000001;1.183;Albania
12/1847;3.55;2.735;Albania
01/1848;-0.2639999999999998;2.208;Albania
02/1848;5.311;1.379;Albania
03/1848;7.946000000000001;1.2819999999999998;Albania
04/1848;0.012650999999999999;1.3219999999999998;Albania
05/1848;0.015209;1.64;Albania
06/1848;0.022479;2.035;Albania
07/1848;0.022816;2.244;Albania
08/1848;0.02248;1.47;Albania
09/1848;0.017027999999999998;1.247;Albania
10/1848;0.014970999999999998;1.179;Albania
11/1848;7.9849999999999985;1.05;Albania
12/1848;3.853;1.982;Albania
01/1849;1.619;1.284;Albania
02/1849;4.698;1.897;Albania
03/1849;6.171;1.695;Albania
04/1849;0.010544000000000001;1.898;Albania
05/1849;0.015899;1.021;Albania
06/1849;0.021757000000000002;1.598;Albania
07/1849;0.021928;1.147;Albania
08/1849;0.021439;1.261;Albania
09/1849;0.01799;1.134;Albania
10/1849;0.013911;1.3159999999999998;Albania
11/1849;8.138;2.407;Albania
12/1849;2.1810000000000005;1.004;Albania
01/1850;-0.1600000000000001;1.329;Albania
02/1850;4.27;1.0659999999999998;Albania
03/1850;4.868;2.612;Albania
04/1850;0.0107;1.851;Albania
05/1850;0.014757999999999999;0.93;Albania
06/1850;0.020138000000000003;0.964;Albania
07/1850;0.02184;1.205;Albania
08/1850;0.022736;1.098;Albania
09/1850;0.016512;0.931;Albania
10/1850;0.012763;1.492;Albania
11/1850;7.947999999999999;2.018;Albania
12/1850;4.4430000000000005;1.636;Albania
01/1851;3.242;1.081;Albania
02/1851;4.482;1.161;Albania
03/1851;7.609;1.582;Albania
04/1851;0.012173;1.866;Albania
05/1851;0.015272;1.334;Albania
06/1851;0.019056;1.547;Albania
07/1851;0.021946;1.732;Albania
08/1851;0.021638;1.8;Albania
09/1851;0.016384999999999997;1.168;Albania
10/1851;0.01448;2.215;Albania
11/1851;8.811;1.666;Albania
12/1851;2.692;3.265;Albania
01/1852;4.231;2.364;Albania
02/1852;4.708;1.032;Albania
03/1852;5.178000000000001;1.035;Albania
04/1852;8.758;1.6880000000000002;Albania
05/1852;0.015553;1.581;Albania
06/1852;0.020027;1.283;Albania
07/1852;0.022511;1.615;Albania
08/1852;0.021821;1.368;Albania
09/1852;0.018333;1.277;Albania
10/1852;0.014003;1.227;Albania
11/1852;0.011138;1.257;Albania
12/1852;6.674;1.826;Albania
01/1853;5.242999999999999;1.234;Albania
02/1853;5.648;1.231;Albania
03/1853;7.111000000000001;1.635;Albania
04/1853;9.385;1.095;Albania
05/1853;0.016106;1.183;Albania
06/1853;0.019438;1.214;Albania
07/1853;0.023585000000000002;1.044;Albania
08/1853;0.022367;1.149;Albania
09/1853;0.018268;0.893;Albania
10/1853;0.014619000000000002;1.1;Albania
11/1853;8.331;2.062;Albania
12/1853;3.633;1.415;Albania
01/1854;4.596;2.197;Albania
02/1854;2.267;1.605;Albania
03/1854;5.148;1.509;Albania
04/1854;9.864;1.119;Albania
05/1854;0.01589;1.124;Albania
06/1854;0.019329;1.453;Albania
07/1854;0.022498999999999998;1.668;Albania
08/1854;0.021373999999999997;1.585;Albania
09/1854;0.016544999999999997;1.67;Albania
10/1854;0.013404999999999999;1.364;Albania
11/1854;7.483;1.516;Albania
12/1854;5.0200000000000005;2.9530000000000003;Albania
